category,question,answer,min,max,funfact,image,datasource,datasourceurl,magnitude,guesses
QLD,"Between 2009-2013, in QLD, how many fines were issued under the Hooning laws for racing (in a car)?",265,0,5000000,,,QLD govt data - transport data/police data,https://data.qld.gov.au/dataset/traffic-infringements-by-offence-type,logarithimic,"[4,0,1,9,2,2,6,2,0,4,0,1,0,0,0,0,4,0,5,1,2,4,2,4,2,4,1,0,0,6,2,1,4,7,0,1,2,0,7,0,7,0,0,0,1,3,4,0,5,3,0,2,4,1,0,1,8,5,8,8,3,3,0,0,1,1,3,0,1,1,0,0,5,1,4,0,3,5,0,6,2,1,2,3,2,0,0,0,1,4,3,6,2,8,1,0,2,4,0,6]"
QLD,"Between 2009-2013, in QLD, how many fines were issued for Parking offences (in a car)?",114176,0,5000000,,,QLD govt data - transport data/police data,https://data.qld.gov.au/dataset/traffic-infringements-by-offence-type,logarithimic,"[2,3,0,4,0,4,0,1,1,2,4,1,0,2,3,1,1,1,0,1,0,4,0,7,8,3,7,0,0,2,0,1,5,3,2,6,1,3,2,6,0,3,0,1,4,5,3,0,1,0,2,2,1,1,1,4,4,0,3,5,7,2,0,2,2,0,7,2,0,7,7,0,1,0,0,2,5,0,0,0,0,2,0,2,0,1,3,1,1,1,1,2,4,1,0,0,7,2,1,3]"
QLD,"Between 2009-2013, in QLD, how many fines were issued for speeding?",3508401,100000,5000000,,,QLD govt data - transport data/police data,https://data.qld.gov.au/dataset/traffic-infringements-by-offence-type,logarithimic,"[0,3,7,1,3,5,3,3,5,4,3,0,9,3,0,0,0,0,1,8,6,2,3,2,0,1,3,1,1,6,4,0,7,6,3,4,1,4,7,1,2,6,0,0,0,3,0,1,0,3,3,1,4,1,0,6,2,4,0,0,4,3,0,2,0,1,1,4,6,2,2,0,1,0,4,2,0,5,2,2,4,5,3,3,0,8,2,1,1,1,4,0,1,5,0,3,1,2,2,0]"
QLD,"Between 2009-2013, in QLD, how the total fines that were issued for speeding how many weren't from a speed camera?",37,0,100,,,QLD govt data - transport data/police data,https://data.qld.gov.au/dataset/traffic-infringements-by-offence-type,percentage,"[8,3,1,2,0,1,2,4,3,3,4,2,2,7,1,1,0,1,5,0,2,1,3,1,0,3,1,1,1,0,1,0,4,3,1,0,4,0,0,1,0,5,0,0,2,1,1,8,0,0,0,1,0,3,3,5,0,0,3,2,1,3,2,2,1,5,3,0,0,0,0,6,3,4,0,0,0,8,3,0,1,0,1,1,0,0,5,1,5,5,7,1,3,2,1,4,4,1,6,5]"
QLD,"Between 2009-2013, in QLD, how many fines were issued for seat belt offences?",100882,0,5000000,,,QLD govt data - transport data/police data,https://data.qld.gov.au/dataset/traffic-infringements-by-offence-type,logarithimic,"[2,2,2,0,0,6,6,1,2,0,0,1,2,1,6,1,0,2,3,1,0,7,0,6,3,5,0,0,0,2,2,1,3,0,5,0,5,0,0,2,0,1,0,0,0,6,2,2,3,4,2,1,3,0,3,2,7,1,3,6,2,3,0,1,1,0,3,4,3,0,0,1,0,6,0,0,3,5,1,1,0,2,1,0,5,1,0,1,3,0,4,2,1,2,6,1,0,2,1,0]"
QLD,"Between 2009-2013, in QLD, how many fines were issued for Smoking in a Vehicle?",2177,0,5000000,,,QLD govt data - transport data/police data,https://data.qld.gov.au/dataset/traffic-infringements-by-offence-type,logarithimic,"[4,4,5,0,0,4,0,1,0,0,4,7,2,7,5,0,0,0,2,4,3,3,7,4,8,1,1,1,6,0,2,3,0,2,6,0,3,0,4,0,3,2,1,0,1,7,0,1,6,6,1,1,3,0,5,4,5,6,0,1,3,2,0,1,3,0,2,1,2,2,5,0,6,1,3,0,0,0,2,1,4,1,0,0,6,0,0,3,2,2,0,0,1,2,0,1,2,1,0,0]"
Charity,In 2013 how many hours total were worked in charities?,2695280,10000,10000000,,,Australian Charities and Not-for-profits Commission (ACNC),http://www.acnc.gov.au/ACNC/Home/ACNC/Default.aspx?hkey=3e39ac62-4f04-44fe-b569-143ca445c6bf,logarithimic,"[6,0,3,0,4,6,0,2,1,3,1,4,2,0,2,2,0,0,1,3,1,0,8,4,0,1,2,0,0,1,6,1,8,1,0,4,0,0,1,2,8,0,2,6,3,2,2,4,1,1,0,5,0,3,0,0,1,0,1,0,0,0,1,5,2,6,2,1,2,6,2,2,0,2,1,5,6,0,0,0,0,3,3,3,4,0,5,0,0,1,4,1,1,0,2,1,1,3,1,8]"
Charity,"in 2013 of the total hours worked in charities, how much of it was unpaid?",23,0,100,,,Australian Charities and Not-for-profits Commission (ACNC),http://www.acnc.gov.au/ACNC/Home/ACNC/Default.aspx?hkey=3e39ac62-4f04-44fe-b569-143ca445c6bf,percentage,"[1,1,3,2,4,0,2,7,4,0,6,2,5,5,1,0,0,0,7,1,0,3,0,0,0,6,0,5,4,5,2,3,2,4,1,4,0,1,3,0,0,2,2,0,1,2,3,1,3,0,0,1,4,3,0,2,1,0,0,4,5,0,4,1,2,6,0,0,1,8,3,2,1,1,2,8,2,7,5,2,5,1,1,1,0,2,5,4,0,5,7,2,0,0,2,2,4,5,4,3]"
Charity,"In 2013, of the total hours worked, what percent of hours were worked in charities that listed their main activity as Civic and advocacy activities?",1,0,100,,,Australian Charities and Not-for-profits Commission (ACNC),http://www.acnc.gov.au/ACNC/Home/ACNC/Default.aspx?hkey=3e39ac62-4f04-44fe-b569-143ca445c6bf,percentage,"[1,7,4,1,0,2,2,2,1,3,3,0,7,0,4,1,4,2,4,5,3,0,2,5,0,2,0,0,0,3,2,2,0,4,4,0,7,3,0,3,5,0,0,3,6,2,3,0,1,2,9,0,8,1,2,1,0,0,3,1,0,0,4,3,3,1,3,0,0,4,5,8,0,0,0,3,5,5,4,1,2,3,0,1,5,1,1,3,8,4,0,0,4,2,2,1,1,3,0,3]"
Charity,"In 2013, of the total hours worked, what percent of hours were worked in charities that listed their main activity as Environmental activities?",2,0,100,,,Australian Charities and Not-for-profits Commission (ACNC),http://www.acnc.gov.au/ACNC/Home/ACNC/Default.aspx?hkey=3e39ac62-4f04-44fe-b569-143ca445c6bf,percentage,"[8,0,3,3,5,6,3,1,0,1,1,6,1,1,0,1,2,3,2,0,0,0,3,0,0,0,0,7,8,5,1,1,0,2,2,6,1,1,1,2,0,1,4,2,1,5,0,2,6,2,1,0,2,0,0,0,3,2,5,8,0,5,5,3,3,0,3,3,7,0,1,1,3,0,1,3,0,1,3,0,1,1,0,0,0,5,0,0,0,1,4,2,2,1,0,0,1,2,2,0]"
Charity,"In 2013, of the total hours worked, what percent of hours were worked in charities that listed their main activity as Religious activities?",5,0,100,,,Australian Charities and Not-for-profits Commission (ACNC),http://www.acnc.gov.au/ACNC/Home/ACNC/Default.aspx?hkey=3e39ac62-4f04-44fe-b569-143ca445c6bf,percentage,"[2,1,1,0,2,0,1,4,4,3,5,1,0,0,3,6,1,0,0,6,5,0,5,2,0,4,1,2,4,2,5,0,0,1,0,1,3,0,2,4,0,4,0,6,5,4,4,4,1,0,5,3,6,1,2,0,5,5,6,4,0,2,0,2,5,2,0,0,4,2,2,2,0,0,5,3,2,8,1,0,6,0,2,0,1,0,0,4,0,0,0,0,0,3,5,1,2,0,0,0]"
Charity,"In 2013, of the total hours worked, what percent of hours were worked in charities that listed their main activity as Culture and arts?",10,0,100,,,Australian Charities and Not-for-profits Commission (ACNC),http://www.acnc.gov.au/ACNC/Home/ACNC/Default.aspx?hkey=3e39ac62-4f04-44fe-b569-143ca445c6bf,percentage,"[7,3,0,5,4,0,5,3,0,1,6,1,0,2,0,1,4,0,0,1,0,1,3,7,5,3,5,1,6,3,4,3,1,4,2,0,1,1,0,1,0,4,3,2,0,0,0,0,3,3,1,5,8,4,7,6,5,4,2,0,0,4,0,7,0,0,1,4,4,0,7,0,0,3,0,6,0,5,3,0,2,0,1,4,4,0,6,1,0,1,0,0,1,0,1,0,0,1,0,0]"
Charity,"In 2013, of the people who worked in charities many people were volunteers?",95,0,100,,,Australian Charities and Not-for-profits Commission (ACNC),http://www.acnc.gov.au/ACNC/Home/ACNC/Default.aspx?hkey=3e39ac62-4f04-44fe-b569-143ca445c6bf,percentage,"[4,3,5,2,5,0,0,1,1,2,5,6,2,5,3,5,3,8,4,1,0,3,0,0,0,0,0,1,3,1,0,5,0,0,4,4,3,1,0,0,0,4,0,1,0,2,5,4,1,9,1,0,2,0,0,0,2,0,0,0,0,0,4,0,1,5,1,0,0,1,0,1,1,0,6,1,2,0,0,5,0,7,1,3,0,3,1,0,2,1,0,0,2,3,2,0,1,2,1,4]"
